"Año","Tipo de elección","Cod_depto","Departamento","Cod_municipio","Municipio","Zona","Cod_puesto","Puesto de votación","Sexo","","","Potencial electoral","Rangos Etareos","","","","","","","","","","",""
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","24","COLEGIO DISTRITAL CRISTOBAL COLON","2.577","2.950","0","5.527","473","1180","423","494","526","596","426","363","311","731","0","4"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","25","COLEGIO DISTRITAL DIVINO MAESTRO SEDE A","2.680","3.342","0","6.022","648","1148","616","583","636","656","489","372","305","569","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","26","COLEGIO DISTRITAL DIVINO MAESTRO SEDE B","1.584","1.730","0","3.314","270","1415","328","219","242","245","180","140","80","195","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","27","COLEGIO COLSUBSIDIO NORTE USAQUEN","5.050","6.802","0","11.852","458","1760","1092","1161","1232","1085","880","812","751","2615","0","6"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","28","COLEGIO GENERAL SANTANDER USAQUEN","2.248","2.842","0","5.090","631","997","467","480","533","463","358","258","269","627","0","7"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","29","COLEGIO TOBERIN ""B""","2.877","3.371","0","6.248","617","1231","685","651","596","524","455","410","353","725","0","1"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","30","COLEGIO FRIEDRICH NAUMANN SEDE A","674","799","0","1.473","176","234","161","140","144","132","108","101","88","188","0","1"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","31","COLEGIO FRIEDRICH NAUMANN SEDE B","1.246","1.314","0","2.560","28","1646","275","118","119","110","75","48","48","93","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","32","VERBENAL SANTA MARIA","3.479","4.335","0","7.814","890","1610","758","814","784","802","523","449","386","794","0","4"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","33","COLEGIO DISTRITAL SALUDCOOP NORTE","2.311","2.912","0","5.223","654","832","580","580","552","563","393","310","256","501","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","34","COLEGIO NUEVO HORIZONTE SEDE D TORCA","201","194","0","395","44","133","26","24","19","30","27","27","19","46","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","35","CARULLA 140","2.832","4.289","0","7.121","0","648","457","772","979","870","594","458","469","1874","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","36","COLEGIO SAN FRANCISCO CL 186","1.654","1.901","0","3.555","953","569","348","354","310","286","229","167","121","217","0","1"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","37","COLEGIO BUEN CONSEJO","3.827","5.008","0","8.835","569","741","880","1259","1112","996","637","517","547","1516","0","61"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","38","UNIVERSIDAD MILITAR","1.710","2.159","0","3.869","643","610","462","485","411","321","223","178","176","335","0","25"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","39","COLEGIO LA ESTRELLITA","995","1.363","0","2.358","704","466","178","190","213","176","117","103","75","133","0","3"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","40","COLEGIO ESCLAVAS DEL SAGRADO CORAZON","1.295","1.718","0","3.013","358","425","280","297","326","315","223","192","157","440","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","41","COLEGIO CARDENAL SANCHA","2.260","2.986","0","5.246","348","701","480","565","542","522","398","336","313","1039","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","42","COLEGIO CAMPESTRE SAN JOSE","2.039","2.519","0","4.558","391","476","370","451","448","457","365","344","329","874","0","53"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","43","COLEGIO PROVINMA","3.234","4.192","0","7.426","441","968","751","992","845","720","532","419","402","1350","0","6"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","44","COLEGIO SANS FACON","1.178","1.464","0","2.642","352","400","201","265","254","253","207","175","169","344","0","22"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","45","ANGLO AMERICANO","1.744","2.229","0","3.973","370","545","354","455","469","433","346","256","209","531","0","5"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","46","COLEGIO PUREZA DE MARIA","2.749","3.577","0","6.326","674","646","521","642","635","586","447","464","429","1217","0","65"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","47","CENTRO COMERCIAL BELAIRE PLAZA","1.006","1.221","0","2.227","381","236","257","274","223","212","161","136","115","230","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","48","CENTRO COMERCIAL PALATINO","4.405","5.972","0","10.377","1519","1079","1212","1362","1123","841","667","592","531","1451","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","49","FUNDACION ANA RESTREPO DEL CORRAL","211","236","0","447","95","52","41","40","36","53","25","32","17","56","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","50","SALON COMUNAL TIBABITA","188","211","0","399","101","19","33","30","45","41","41","18","24","47","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","51","I E AQUILEO PARRA SEDE PRIMARIA","211","225","0","436","80","36","44","32","43","39","39","41","24","58","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","52","COLEGIO MAYOR JOSE CELESTINO MUTIS","201","208","0","409","136","19","45","43","40","27","27","27","14","30","0","1"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","53","COLEGIO MARIA AUXILIADORA NORTE","480","682","0","1.162","208","72","110","110","122","123","95","85","70","163","0","4"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","54","SALON COMUNAL SAN CRISTOBAL NORTE","500","537","0","1.037","372","65","65","84","94","84","75","51","52","93","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","55","SALON COMUNAL VILLA NIDIA","123","105","0","228","79","7","10","13","22","18","16","19","20","24","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","56","COLEGIO DISTRITAL LA EQUIDAD SALUDCOOP","163","211","0","374","57","23","20","41","33","35","34","29","37","65","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","01","57","ESCUELA COLOMBIANA DE REHABILITACION","1.967","2.485","0","4.452","423","229","392","395","429","429","364","309","379","1073","0","30"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","01","CHICO NORTE","17.874","4.367","0","22.241","219","1566","1975","2603","3176","4637","2396","1296","920","3453","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","02","CHICO RESERVADO","3.103","10.629","0","13.732","176","642","1088","1211","1100","2700","1272","957","1008","3577","1","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","03","CHICO LICEO FRANCES LOUIS PASTEUR","6.295","7.080","0","13.375","455","1571","965","788","958","1036","1101","1042","1114","4332","0","13"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","04","ANTIGUO COUNTRY PLAZOLETA CARULLA","4.832","5.349","0","10.181","63","275","462","713","962","1027","959","873","1063","3784","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","05","UNIVERSIDAD EAN","4.326","5.075","0","9.401","245","623","875","951","775","806","732","710","717","2949","0","18"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","06","UNIVERSIDAD SERGIO ARBOLEDA","3.627","3.331","0","6.958","349","809","803","954","797","577","498","421","467","1254","0","29"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","07","UNIVERSIDAD PEDAGOGICA NACIONAL","3.778","4.214","0","7.992","421","764","644","642","663","619","611","625","715","2277","0","11"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","08","GRANADA COLEGIO SIMON RODRIGUEZ SEDE B","1.930","2.095","0","4.025","460","164","1281","418","310","260","194","201","169","568","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","09","SENA CALLE 65","3.530","3.083","0","6.613","22","189","601","441","651","580","585","625","760","2159","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","10","UNIVERSIDAD KONRAD LORENZ","3.100","5.368","0","8.468","73","256","420","368","490","847","689","633","776","3916","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","11","SENA CALLE 52","4.036","3.896","0","7.932","62","665","884","1217","1113","855","642","487","515","1492","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","12","UNIVERSIDAD PILOTO","1.930","3.317","0","5.247","42","69","398","172","239","342","422","497","524","2542","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","13","COLEGIO CAMPESTRE MONTEVERDE SAN LUIS","2.836","3.333","0","6.169","392","659","894","832","615","565","456","379","406","969","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","14","COLEGIO SIMON RODRIGUEZ SEDE A","3.718","2.100","0","5.818","128","363","430","745","1134","769","715","594","519","419","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","15","UNIVERSIDAD DISTRITAL","4.420","3.432","0","7.852","222","878","994","1629","1199","911","670","490","453","404","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","16","CENTRO COMERCIAL DE LA 93","1.515","1.755","0","3.270","39","498","282","391","436","365","244","215","178","613","0","9"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","17","MUSEO DEL CHICO","1.721","2.144","0","3.865","399","403","438","483","497","369","293","252","222","509","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","18","SALON COMUNAL PARAISO EL TROPIHUECO","448","554","0","1.002","53","243","99","100","85","87","89","62","54","130","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","19","MARISCAL SUCRE SEDE B","383","382","0","765","68","229","118","90","55","52","38","24","35","56","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","20","BETHLEMITAS-CALLE 65","2.250","2.435","0","4.685","392","657","694","774","638","447","256","209","193","402","0","23"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","21","U. SANTO TOMAS CLAUSTRO","1.697","1.691","0","3.388","238","541","611","608","440","254","155","141","141","255","0","4"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","22","EL AQUINATE U. SANTO TOMAS","1.082","973","0","2.055","148","253","290","295","256","194","125","133","108","247","0","6"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","23","COLEGIO NUEVO GIMNASIO","684","797","0","1.481","129","212","174","214","183","149","106","80","75","156","0","3"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","24","UNIVERSIDAD CATOLICA","1.704","1.724","0","3.428","342","586","636","595","403","244","149","129","121","221","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","25","UNIVERSIDAD DE LA SALLE","1.922","1.777","0","3.699","361","499","586","655","522","316","208","137","145","259","0","11"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","26","COLEGIO LICEO DE CERVANTES EL RETIRO","1.253","1.542","0","2.795","356","273","248","302","283","264","228","220","190","412","0","19"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","27","COLEGIO DEL ROSARIO DE SANTO DOMINGO","284","337","0","621","71","73","57","68","82","75","53","38","42","59","0","3"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","28","PARQUEADERO CHICO CALLE 90","1.083","1.322","0","2.405","264","185","289","395","350","231","117","143","135","283","0","13"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","29","UNIVERSIDAD AREA ANDINA","234","262","0","496","93","52","66","57","49","44","30","26","32","43","0","4"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","30","CHICO 97","445","500","0","945","136","109","100","110","94","69","62","61","50","142","0","12"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","02","31","UNIVERSIDAD JAVERIANA","482","432","0","914","257","101","128","110","82","52","42","49","28","63","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","01","CAMILO TORRES","3.279","2.933","0","6.212","315","906","524","903","775","508","385","380","412","1100","0","4"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","02","LA PERSEVERANCIA","2.767","2.821","0","5.588","72","368","1127","909","590","385","278","347","380","1132","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","03","POLICARPA SALAVARRIETA","2.301","2.303","0","4.604","605","198","255","479","374","302","360","359","377","1295","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","04","PALACIO SAN FRANCISCO","5.330","3.966","0","9.296","398","761","605","796","686","780","812","825","966","2667","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","05","FACULTAD DE ARTES - ASAB","2.722","2.036","0","4.758","1147","310","273","384","309","303","294","341","401","996","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","06","LOS LACHES","4.152","4.288","0","8.440","910","1391","1123","800","719","589","476","494","600","1338","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","07","CENTRO ORIENTE","1.755","1.986","0","3.741","196","354","302","275","322","345","285","308","346","1008","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","08","SAN BERNARDO","2.433","2.345","0","4.778","256","585","536","431","361","307","336","363","396","1207","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","09","LAS CRUCES","4.464","4.288","0","8.752","40","723","1005","873","786","673","679","791","781","2401","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","10","GIRARDOT","2.030","2.352","0","4.382","390","792","612","496","435","304","229","254","240","630","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","11","EL CONSUELO","2.846","3.270","0","6.116","50","647","864","709","527","467","507","600","529","1216","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","12","MEDICINA LEGAL","1.593","1.299","0","2.892","972","62","174","155","211","267","199","234","203","415","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","13","LAS AGUAS","1.889","1.726","0","3.615","28","663","434","310","318","293","261","254","261","793","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","14","LAS NIEVES","2.762","2.432","0","5.194","0","281","386","415","504","482","481","516","522","1607","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","15","EL VERJON","230","232","0","462","18","61","53","87","43","48","33","24","26","69","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","16","EL GRAN SAN","1.291","1.358","0","2.649","322","369","314","250","239","265","214","210","170","294","0","2"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","17","COLEGIO RAMON JIMENO","117","105","0","222","27","71","13","16","24","15","20","9","12","15","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","18","COLEGIO LA GIRALDA","1.417","1.800","0","3.217","600","541","278","272","263","269","208","203","178","405","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","19","UNIVERSIDAD JORGE TADEO LOZANO","1.857","1.937","0","3.794","533","757","433","428","335","293","209","220","203","377","0","6"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","20","UNIVERSIDAD INCCA DE COLOMBIA","422","375","0","797","65","127","74","61","77","59","57","62","64","151","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","21","CENTRO COMERCIAL SAN MARTIN","2.275","2.389","0","4.664","518","445","704","760","557","419","300","250","233","465","0","13"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","22","UNIVERSIDAD ANTONIO NARIÑO","410","322","0","732","81","66","78","58","66","59","59","65","70","127","0","3"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","03","23","UNIVERSIDAD CENTRAL","1.787","1.708","0","3.495","516","431","458","402","300","284","233","232","209","425","0","5"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","01","LAS BRISAS","2.690","2.373","0","5.063","65","682","876","1049","831","292","245","218","233","572","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","02","SANTA ANA SUR","3.595","3.753","0","7.348","83","1335","1202","920","479","366","370","396","530","1667","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","03","SAN CRISTOBAL SUR","5.983","6.190","0","12.173","45","942","3114","1732","1331","618","604","725","829","2233","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","04","LAS MERCEDES","3.966","4.373","0","8.339","117","882","939","1329","745","649","633","652","685","1708","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","05","SAN BLAS","6.304","6.872","0","13.176","140","2543","2039","1675","1308","850","780","856","937","2047","0","1"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","06","PRIMERA DE MAYO","3.449","3.740","0","7.189","450","617","932","923","610","603","455","535","599","1464","0","1"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","07","SOSIEGO","2.493","2.620","0","5.113","23","530","677","502","636","310","374","381","445","1235","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","08","JUAN DEL RIZZO","6.695","6.731","0","13.426","6","244","2942","1608","974","764","840","1022","1299","3727","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","09","MONTEBELLO","5.089","5.853","0","10.942","43","879","1140","1552","961","769","805","957","1064","2772","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","10","RAMAJAL","2.243","2.417","0","4.660","0","323","863","697","447","372","323","348","380","907","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","11","BELLO HORIZONTE","4.448","4.867","0","9.315","0","868","1509","1206","838","608","613","713","860","2100","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","12","SAN ISIDRO","5.638","6.256","0","11.894","462","1306","1850","1359","898","916","861","896","960","2386","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","13","PARQUEADERO GUACAMAYAS","2.953","3.253","0","6.206","0","28","1048","1001","685","459","516","543","514","1412","0","0"
"2023","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","14","SAN MARTIN DE LOBA SUR","4.859","5.550","0","10.409","281","1162","1525","1188","904","876","790","905","858","1920","0","0"
