"Año","Tipo de elección","Cod_depto","Departamento","Cod_municipio","Municipio","Zona","Cod_puesto","Puesto de votación","Sexo","","","Potencial electoral","Rangos Etareos","","","","","","","","","","",""
"","","","","","","","","","Hombres","Mujeres","Otros","","18-20","21-25","26-30","31-35","36-40","41-45","46-50","51-55","56-60","mas de 60","sin fecha de nacimiento","extranjero"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","28","20 DE JULIO SEDE B","2.471","2.770","0","5.241","1149","958","463","420","440","333","292","367","284","535","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","29","SAN JUAN BOSCO SANTA ANA","966","1.309","0","2.275","213","229","234","249","266","232","195","191","162","304","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","30","SAN GERONIMO","363","438","0","801","116","81","64","76","103","97","64","55","44","101","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","31","SURAMERICA","541","645","0","1.186","294","169","101","126","104","81","70","70","67","104","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","32","SAN VICENTE COLSUBSIDIO","603","862","0","1.465","254","260","121","142","171","113","99","100","88","116","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","33","GUACAMAYAS II","1.107","1.292","0","2.399","785","645","126","142","164","139","101","79","72","145","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","34","ESCUELA LA VICTORIA B","1.271","1.681","0","2.952","899","273","242","237","343","234","182","173","121","248","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","35","JUANA ESCOBAR SEDE A","585","756","0","1.341","223","168","127","138","146","117","97","78","68","179","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","36","ROMA COLSUBSIDIO","134","198","0","332","82","51","33","29","48","28","17","15","15","14","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","37","LA GLORIA- ESCUELA ALTAMIRA","734","875","0","1.609","760","92","122","106","132","88","94","67","55","93","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","38","RAMAJAL AMAPOLAS","233","278","0","511","173","22","52","37","54","34","34","28","24","53","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","39","EL RODEO SEDE B LA GLORIA","283","330","0","613","151","50","74","61","64","44","42","34","28","65","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","40","EL PORTAL","541","572","0","1.113","364","74","115","142","94","75","61","60","55","73","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","41","LA CASTAÑA","138","181","0","319","50","18","34","37","38","20","28","13","29","52","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","42","ATENAS","307","360","0","667","85","70","61","53","55","57","84","55","56","91","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","43","VILLA JAVIER LA MARIA","131","182","0","313","40","24","22","36","44","26","28","26","15","52","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","44","LA BELLEZA","215","304","0","519","104","37","56","40","62","44","44","38","36","58","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","04","45","AGUAS CLARAS","306","423","0","729","61","59","67","70","84","60","67","69","70","122","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","01","USME","6.436","6.562","0","12.998","1808","2463","1820","1596","736","738","1104","793","619","1321","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","02","EL DESTINO","1.134","931","0","2.065","143","245","712","461","88","48","58","64","82","164","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","03","MONTEBLANCO","5.468","6.058","0","11.526","1266","1794","1687","1292","891","827","809","848","662","1449","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","04","SANTA MARTA","3.678","3.992","0","7.670","554","812","1232","1104","662","562","607","584","455","1098","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","05","SANTA LIBRADA","8.365","9.177","0","17.542","129","2125","3343","2525","1257","1287","1385","1403","1160","2928","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","06","ALMIRANTE PADILLA","6.671","7.722","0","14.393","41","769","2044","2286","1498","1326","1372","1317","1152","2588","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","07","USMINIA","3.544","4.036","0","7.580","41","759","1580","924","567","513","605","599","624","1368","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","08","MARICHUELA","5.703","6.493","0","12.196","39","1092","1618","2302","1111","1045","989","1015","882","2103","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","09","LA AURORA","8.023","9.440","0","17.463","878","2026","2803","1979","1528","1348","1241","1265","1290","3105","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","10","CHUNIZA","5.238","6.074","0","11.312","860","1947","1411","1322","982","806","743","787","809","1645","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","11","LA FLORA","2.285","2.890","0","5.175","297","533","614","641","585","424","454","394","354","879","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","12","EL HATO","1.424","1.280","0","2.704","59","1793","453","145","27","20","43","53","50","61","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","13","LOS COMUNEROS","5.378","6.216","0","11.594","275","1920","2267","1265","886","756","799","837","866","1723","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","14","EL VIRREY","5.410","6.093","0","11.503","557","3268","1626","1197","863","672","621","670","743","1286","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","15","EL DANUBIO AZUL","4.136","4.726","0","8.862","47","1625","1448","917","730","633","684","821","715","1242","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","16","JUAN JOSE RONDON","1.943","2.178","0","4.121","189","533","629","446","364","308","352","334","317","649","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","17","LA FORTALEZA","3.981","4.113","0","8.094","734","2252","671","786","767","626","577","472","371","838","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","18","EL BOSQUE","3.840","4.635","0","8.475","404","1025","1050","863","808","798","812","819","745","1151","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","19","VILLA HERMOSA","3.669","4.420","0","8.089","22","1150","957","697","733","703","778","859","795","1395","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","20","VALLES DE CAFAM","2.149","2.597","0","4.746","455","720","548","486","524","383","389","371","297","573","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","21","LA FISCALA","3.589","4.118","0","7.707","930","1481","839","703","700","599","579","594","469","813","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","22","PORTAL USME","3.358","4.020","0","7.378","1297","1028","795","927","945","710","469","379","327","501","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","23","BRASILIA","1.639","2.105","0","3.744","758","746","367","366","357","295","230","198","130","297","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","24","EL CORTIJO","892","1.054","0","1.946","442","422","176","160","195","149","118","90","76","118","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","25","TENERIFE","565","721","0","1.286","169","183","128","109","132","117","94","80","75","199","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","26","GRAN YOMASA","1.691","2.039","0","3.730","853","690","318","322","339","296","233","199","169","311","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","27","CABAÑAS","587","748","0","1.335","225","215","136","135","149","109","83","76","84","123","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","28","TEJARES","751","888","0","1.639","316","306","152","162","188","126","97","80","75","137","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","29","COL. FERNANDO GONZALEZ OCHOA","415","591","0","1.006","253","204","98","77","98","71","50","50","39","66","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","30","ALFONSO LOPEZ","2.152","2.494","0","4.646","1370","1157","345","374","323","233","205","216","170","252","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","31","LA ALBORADA","507","701","0","1.208","119","155","146","167","130","109","85","79","67","151","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","32","UVAL - PUERTA AL LLANO","1.040","1.270","0","2.310","490","511","196","165","185","159","160","137","130","177","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","33","VILLA ALEMANIA","809","998","0","1.807","456","409","151","135","172","118","96","79","67","124","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","34","USME - CENTRO","474","587","0","1.061","278","73","100","104","107","94","85","60","63","97","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","35","BRAZUELOS","188","247","0","435","77","27","48","57","64","44","29","32","25","32","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","36","CDC JULIO CESAR SANCHEZ","277","313","0","590","106","61","68","81","76","38","41","31","36","52","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","37","VIA AL LLANO","66","83","0","149","49","13","11","17","22","13","6","7","1","10","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","05","38","NUSADAL","370","431","0","801","308","60","53","78","69","68","43","38","33","51","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","01","TUNJUELITO A","6.823","6.748","0","13.571","61","1564","1525","2202","762","859","2556","1140","971","1931","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","02","FATIMA ""A""","6.461","7.171","0","13.632","43","1332","1811","1750","1070","1034","1200","1366","1282","2744","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","03","ABRAHAM LINCOLN","2.757","2.917","0","5.674","197","500","934","739","356","315","429","548","515","1141","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","04","SAN CARLOS","6.615","7.491","0","14.106","717","1796","1535","1409","1162","1088","1157","1330","1196","2716","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","05","SAN BENITO","5.722","5.705","0","11.427","490","1147","1444","1677","1022","958","1015","1069","851","1753","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","06","EL TUNAL ""A""","7.506","7.798","0","15.304","58","2064","2814","2498","1081","983","1033","1058","1102","2613","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","07","EL CARMEN SUR ""A""","5.204","5.639","0","10.843","52","1624","1676","1001","668","740","884","1021","941","2236","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","08","SAN VICENTE FERRER","6.177","6.877","0","13.054","820","1696","1482","1273","1077","1085","1071","1215","1018","2317","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","09","VENECIA A","7.407","8.266","0","15.673","599","1690","1421","1284","1120","1159","1411","1770","1584","3635","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","10","NUEVO MUZU""A""","2.644","3.099","0","5.743","22","557","577","718","445","448","549","608","557","1262","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","11","ISLA DEL SOL","3.885","4.297","0","8.182","426","1100","1052","1020","900","803","655","572","516","1138","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","12","VENECIA B","2.403","2.715","0","5.118","495","736","632","728","458","359","373","382","368","587","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","13","TUNJUELITO B","993","1.111","0","2.104","537","352","159","175","220","124","138","117","92","190","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","14","El Tunal ""B""","2.798","3.434","0","6.232","1151","811","603","630","624","497","460","417","380","658","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","15","El Carmen Sur ""B""","1.567","1.811","0","3.378","707","442","365","296","299","252","222","213","208","374","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","16","FATIMA ""B""","2.129","2.509","0","4.638","732","608","514","500","505","402","353","286","267","471","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","17","NuevoMuzo ""B""","694","848","0","1.542","293","219","186","148","150","99","87","89","99","172","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","18","JARDIN INFANTIL ISLA DEL SOL","319","432","0","751","107","107","94","91","72","68","53","52","47","60","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","19","LICEO SANTA BERNARDITA","217","239","0","456","50","53","62","38","57","34","43","31","33","55","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","20","COL COOPERATIVO VENECIA","626","883","0","1.509","109","158","151","176","156","145","137","109","148","220","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","21","COOPERATIVO NUEVO MUZU","161","176","0","337","32","33","34","46","37","38","23","31","26","37","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","22","LICEO CAMPESTRE CAFAM","52","78","0","130","9","6","11","14","18","19","20","6","9","18","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","23","NUESTRA SEÑORA LAS VICTORIAS","88","96","0","184","20","17","23","19","22","17","9","19","11","27","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","24","SANTA CECILIA DE TUNJUELITO","116","157","0","273","38","31","37","33","39","29","17","17","16","16","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","25","ALCALDIA LOCAL DE TUNJUELITO","287","288","0","575","57","56","50","72","71","61","42","53","45","68","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","06","26","PORFIRIO BARBA JACOB","637","761","0","1.398","266","154","149","155","122","116","86","116","87","147","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","01","BOSA","15.832","15.971","0","31.803","517","7441","5103","3462","1275","1607","4330","2193","1775","4100","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","02","VILLA DEL RIO","6.496","6.865","0","13.361","326","3577","2141","1614","760","738","646","741","768","2050","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","03","JOSE ANTONIO GALAN","5.541","6.176","0","11.717","1312","1847","1699","1219","958","921","813","792","626","1530","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","04","LA AMISTAD","5.363","6.026","0","11.389","60","947","2245","1529","806","921","922","999","789","2171","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","05","CARLOS ALBAN","7.584","8.821","0","16.405","86","1756","2379","1597","1293","1449","1547","1643","1365","3290","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","06","LA LIBERTAD","11.903","13.671","0","25.574","364","3091","3653","3623","1626","1831","2404","2689","2349","3944","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","07","PIAMONTE","8.569","9.667","0","18.236","153","2950","3187","1927","1310","1406","1469","1610","1235","2989","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","08","LA ESTACION","7.885","7.937","0","15.822","149","2514","4201","2512","877","834","909","1024","819","1983","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","09","LAURELES","6.292","6.844","0","13.136","74","2805","3230","1861","766","810","731","747","582","1530","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","10","PALESTINA","5.073","5.792","0","10.865","1531","2560","1658","1041","692","654","593","518","480","1138","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","11","ORLANDO HIGUITA","6.423","7.784","0","14.207","46","1177","1626","1573","1394","1364","1401","1539","1427","2660","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","12","BOSA PAULO VI","4.305","4.774","0","9.079","73","675","1393","1596","758","793","835","822","628","1506","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","13","BOSA BRASILIA","6.183","7.256","0","13.439","256","2308","1552","1514","1075","1077","1184","1338","1156","1979","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","14","ISLANDIA","2.970","3.262","0","6.232","854","1211","1034","950","409","353","327","352","297","445","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","15","JIMENEZ DE QUESADA","3.134","3.573","0","6.707","426","1010","901","812","634","579","543","472","431","899","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","16","SAN BERNARDINO","4.331","5.098","0","9.429","1450","2011","1193","1000","686","595","587","608","493","806","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","17","BOSA SAN JOSE","3.650","4.172","0","7.822","1399","1497","924","709","572","514","588","575","421","623","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","18","SURBANA","1.924","2.366","0","4.290","612","995","479","337","377","270","231","298","234","457","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","19","NUEVO CHILE","5.697","6.637","0","12.334","533","840","1489","1465","1258","1110","1216","1065","831","2527","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","20","SANTA FE DE BOSA","3.570","4.038","0","7.608","176","1353","957","856","697","676","731","724","602","836","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","21","EL PORVENIR","7.052","8.649","0","15.701","3425","3705","1214","1159","1268","1162","1178","942","681","967","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","22","EL RECREO","6.655","8.034","0","14.689","438","3695","2058","983","947","1340","1617","1376","958","1277","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","23","LA ESPERANZA","5.002","6.138","0","11.140","889","2500","2171","857","861","773","775","753","632","929","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","24","FRANCISCO DE PAULA SANTANDER","1.985","2.290","0","4.275","280","1805","744","217","248","214","167","175","141","284","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","25","PABLO DE TARSO","4.298","4.695","0","8.993","1331","4456","929","420","434","326","288","260","181","368","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","26","ATALAYAS","4.746","5.913","0","10.659","1502","3400","1153","671","715","748","753","612","418","687","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","27","EL RECUERDO SANTAFE","1.892","2.295","0","4.187","732","1175","411","309","305","265","253","236","187","314","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","28","FE Y ALEGRIA SAN IGNACIO","3.668","5.098","0","8.766","907","1305","897","888","998","895","833","690","563","790","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","29","CIUDADELA EL PORVENIR","3.562","5.007","0","8.569","1184","1298","731","875","1145","983","738","556","428","631","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","30","CARLOS PIZARRO LEON GOMEZ","3.377","4.817","0","8.194","568","1722","663","558","904","975","914","673","435","782","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","31","NUEVO CARLOS ALBAN","1.105","1.324","0","2.429","330","324","277","264","314","243","188","151","129","209","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","32","LAURELES II","1.996","2.366","0","4.362","1423","742","340","377","395","273","239","175","130","268","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","33","NUEVA ESTACION","1.727","2.065","0","3.792","808","1135","232","248","280","219","208","210","159","293","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","34","LA INDEPENDECIA","1.739","2.310","0","4.049","740","689","431","406","454","306","278","269","182","294","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","35","BOSANOVA","1.273","1.608","0","2.881","757","523","274","280","244","222","153","126","107","195","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","36","LLANO ORIENTAL","935","1.298","0","2.233","413","288","213","237","257","223","181","145","111","165","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","37","CARBONELL","1.599","1.885","0","3.484","1202","840","244","219","235","181","136","136","92","199","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","38","NUEVA GRANADA","960","1.182","0","2.142","592","356","163","158","181","141","140","131","94","186","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","39","NARANJOS","1.505","1.811","0","3.316","780","683","272","282","374","240","212","140","119","214","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","40","CAMPO VERDE - POTRERITOS","1.565","2.502","0","4.067","461","520","409","515","503","414","333","314","250","348","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","41","CLARETIANO","2.268","2.668","0","4.936","1441","758","475","439","462","313","274","249","171","353","0","1"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","42","VILLA DEL RIO II","1.264","1.519","0","2.783","1046","249","239","231","197","183","142","147","128","221","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","43","HOLANDA","1.379","1.712","0","3.091","502","312","378","358","348","261","233","207","197","295","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","44","PORTAL DE BRASIL","705","863","0","1.568","299","129","230","230","196","133","106","89","56","100","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","45","RECREO MICHELSEN","2.726","3.811","0","6.537","2366","438","526","622","683","566","429","364","217","326","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","46","CEDID SAN PABLO","1.419","1.745","0","3.164","1161","283","263","272","326","224","166","160","107","202","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","47","LA ACUARELA","794","961","0","1.755","905","99","110","106","94","86","86","81","82","106","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","48","MIGUEL ANGEL ASTURIAS","220","251","0","471","129","29","58","48","51","33","32","34","23","34","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","49","COLISEO LA PALESTINA","232","280","0","512","137","46","41","62","44","53","38","24","22","45","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","50","NUESTRA SRA DE NAZARETH","125","164","0","289","93","25","26","34","26","20","19","17","13","16","0","0"
"2019","AUTORIDADES TERRITORIALES","16","BOGOTA D.C.","001","BOGOTA. D.C.","07","51","MANUEL ELKIN PATARROYO","548","687","0","1.235","208","94","132","154","181","133","99","74","71","89","0","0"
